Key: 7b7 		 Value: 25
Key: 74b 		 Value: 16
Key: 96a 		 Value: 16
Key: e8a 		 Value: 18
Key: 3fa 		 Value: 27
Key: b1c 		 Value: 19
Key: c01 		 Value: 21
Key: 8d4 		 Value: 20
Key: b95 		 Value: 24
Key: 9eb 		 Value: 25
Key: 1bd 		 Value: 20
Key: 9ce 		 Value: 28
Key: 98f 		 Value: 25
Key: 5cc 		 Value: 22
Key: 72d 		 Value: 25
Key: 3c7 		 Value: 20
Key: b75 		 Value: 15
Key: e0d 		 Value: 18
Key: b20 		 Value: 24
Key: d1e 		 Value: 23
Key: df1 		 Value: 28
Key: 636 		 Value: 27
Key: fbf 		 Value: 18
Key: 00c 		 Value: 28
Key: 684 		 Value: 22
Key: cff 		 Value: 25
Key: cfc 		 Value: 26
Key: dac 		 Value: 21
Key: 4df 		 Value: 22
Key: 31a 		 Value: 19
Key: 921 		 Value: 25
Key: 464 		 Value: 20
Key: 2c6 		 Value: 23
Key: 456 		 Value: 21
Key: 6e0 		 Value: 12
Key: c29 		 Value: 24
Key: 7af 		 Value: 26
Key: b7d 		 Value: 31
Key: d85 		 Value: 17
Key: aa2 		 Value: 23
Key: 382 		 Value: 15
Key: 3c1 		 Value: 25
Key: 998 		 Value: 23
Key: 9cd 		 Value: 25
Key: da4 		 Value: 22
Key: 1dc 		 Value: 25
Key: b00 		 Value: 22
Key: a6a 		 Value: 28
Key: 358 		 Value: 21
Key: 331 		 Value: 24
Key: 824 		 Value: 33
Key: 750 		 Value: 23
Key: 86c 		 Value: 28
Key: 523 		 Value: 25
Key: 555 		 Value: 21
Key: 60c 		 Value: 22
Key: aeb 		 Value: 25
Key: 720 		 Value: 27
Key: f7b 		 Value: 28
Key: d5e 		 Value: 30
Key: 466 		 Value: 33
Key: b10 		 Value: 25
Key: bf2 		 Value: 24
Key: a5f 		 Value: 24
Key: 155 		 Value: 24
Key: 2b6 		 Value: 23
Key: 92c 		 Value: 27
Key: 03d 		 Value: 19
Key: 14c 		 Value: 26
Key: 003 		 Value: 27
Key: 18a 		 Value: 25
Key: 1a3 		 Value: 17
Key: 20f 		 Value: 19
Key: ebe 		 Value: 26
Key: aab 		 Value: 24
Key: e65 		 Value: 37
Key: 372 		 Value: 29
Key: 247 		 Value: 16
Key: 321 		 Value: 27
Key: 218 		 Value: 17
Key: cd8 		 Value: 17
Key: 297 		 Value: 29
Key: 733 		 Value: 20
Key: c57 		 Value: 29
Key: 913 		 Value: 24
Key: 4ad 		 Value: 21
Key: 9b6 		 Value: 25
Key: 0a9 		 Value: 36
Key: 949 		 Value: 25
Key: 4f9 		 Value: 24
Key: 8f8 		 Value: 20
Key: d7f 		 Value: 21
Key: 408 		 Value: 22
Key: c4d 		 Value: 17
Key: de2 		 Value: 20
Key: 7bb 		 Value: 35
Key: 73c 		 Value: 22
Key: 754 		 Value: 20
Key: 6f7 		 Value: 25
Key: 150 		 Value: 18
Key: 5a8 		 Value: 21
Key: 0d2 		 Value: 20
Key: c83 		 Value: 23
Key: bab 		 Value: 34
Key: 522 		 Value: 25
Key: 4f0 		 Value: 15
Key: 07b 		 Value: 19
Key: 969 		 Value: 18
Key: 55b 		 Value: 31
Key: b67 		 Value: 19
Key: e88 		 Value: 19
Key: 82e 		 Value: 18
Key: 7e9 		 Value: 28
Key: 597 		 Value: 17
Key: efb 		 Value: 19
Key: a68 		 Value: 25
Key: f9b 		 Value: 21
Key: cd9 		 Value: 26
Key: b9b 		 Value: 26
Key: 39f 		 Value: 20
Key: 87e 		 Value: 17
Key: c8b 		 Value: 31
Key: af6 		 Value: 23
Key: 8cd 		 Value: 29
Key: 7c3 		 Value: 18
Key: 006 		 Value: 19
Key: 9cb 		 Value: 35
Key: c0f 		 Value: 19
Key: 68d 		 Value: 21
Key: 423 		 Value: 26
Key: 54d 		 Value: 24
Key: dbe 		 Value: 20
Key: 2d9 		 Value: 42
Key: bcf 		 Value: 20
Key: 19b 		 Value: 26
Key: 1a0 		 Value: 25
Key: 644 		 Value: 16
Key: 1f5 		 Value: 27
Key: aed 		 Value: 31
Key: 68a 		 Value: 24
Key: eb3 		 Value: 26
Key: 2cb 		 Value: 16
Key: 471 		 Value: 17
Key: fbd 		 Value: 17
Key: 79e 		 Value: 19
Key: ba7 		 Value: 30
Key: 20e 		 Value: 24
Key: 57f 		 Value: 26
Key: f84 		 Value: 32
Key: a17 		 Value: 18
Key: ead 		 Value: 12
Key: 2b7 		 Value: 21
Key: 202 		 Value: 20
Key: 49b 		 Value: 24
Key: 62e 		 Value: 16
Key: 406 		 Value: 21
Key: d03 		 Value: 23
Key: 3f6 		 Value: 21
Key: 2f0 		 Value: 21
Key: e69 		 Value: 19
Key: 9f7 		 Value: 23
Key: ef3 		 Value: 25
Key: b4f 		 Value: 28
Key: 36e 		 Value: 24
Key: f4c 		 Value: 15
Key: 4f8 		 Value: 28
Key: 541 		 Value: 25
Key: 669 		 Value: 22
Key: 6f1 		 Value: 23
Key: d78 		 Value: 22
Key: 37f 		 Value: 22
Key: d9b 		 Value: 26
Key: f76 		 Value: 23
Key: 17c 		 Value: 18
Key: 0e1 		 Value: 24
Key: 732 		 Value: 19
Key: c71 		 Value: 21
Key: 8e2 		 Value: 20
Key: 759 		 Value: 23
Key: e25 		 Value: 21
Key: e42 		 Value: 16
Key: 29d 		 Value: 16
Key: 2fc 		 Value: 17
Key: 116 		 Value: 21
Key: 303 		 Value: 21
Key: 1e7 		 Value: 17
Key: b87 		 Value: 27
Key: 4a7 		 Value: 27
Key: 8e6 		 Value: 13
Key: 8c6 		 Value: 19
Key: 6a7 		 Value: 18
Key: f99 		 Value: 32
Key: a27 		 Value: 14
Key: 001 		 Value: 23
Key: 139 		 Value: 33
Key: 23c 		 Value: 21
Key: 8c4 		 Value: 27
Key: 35d 		 Value: 20
Key: f46 		 Value: 24
Key: cdb 		 Value: 21
Key: d30 		 Value: 17
Key: 8e0 		 Value: 17
Key: 250 		 Value: 17
Key: 167 		 Value: 21
Key: ffb 		 Value: 21
Key: 642 		 Value: 21
Key: dc2 		 Value: 26
Key: 42d 		 Value: 26
Key: cb4 		 Value: 37
Key: 9d4 		 Value: 25
Key: 2fd 		 Value: 30
Key: c18 		 Value: 26
Key: 97d 		 Value: 19
Key: e56 		 Value: 24
Key: 1ab 		 Value: 22
Key: fc3 		 Value: 27
Key: e3c 		 Value: 25
Key: 7d8 		 Value: 14
Key: 962 		 Value: 22
Key: c6d 		 Value: 22
Key: 7f9 		 Value: 23
Key: 8ae 		 Value: 17
Key: 6c0 		 Value: 14
Key: 07a 		 Value: 23
Key: 1ba 		 Value: 14
Key: 0f0 		 Value: 28
Key: 5bd 		 Value: 27
Key: b54 		 Value: 25
Key: 2be 		 Value: 22
Key: 246 		 Value: 22
Key: 757 		 Value: 22
Key: dd0 		 Value: 29
Key: 47d 		 Value: 32
Key: b9f 		 Value: 20
Key: 5e7 		 Value: 18
Key: ade 		 Value: 21
Key: 52b 		 Value: 26
Key: ae9 		 Value: 30
Key: 6c7 		 Value: 27
Key: 514 		 Value: 12
Key: 856 		 Value: 23
Key: 44f 		 Value: 34
Key: 265 		 Value: 15
Key: 83c 		 Value: 25
Key: 2f6 		 Value: 19
Key: a07 		 Value: 17
Key: b09 		 Value: 20
Key: 337 		 Value: 19
Key: 8e4 		 Value: 24
Key: 954 		 Value: 17
Key: 9c7 		 Value: 15
Key: d35 		 Value: 14
Key: 034 		 Value: 28
Key: 0e3 		 Value: 15
Key: 5c6 		 Value: 18
Key: a5a 		 Value: 27
Key: f01 		 Value: 22
Key: 70d 		 Value: 24
Key: 277 		 Value: 16
Key: 019 		 Value: 21
Key: 0b0 		 Value: 24
Key: 48d 		 Value: 22
Key: b99 		 Value: 21
Key: c90 		 Value: 27
Key: e01 		 Value: 20
Key: 7fb 		 Value: 18
Key: 4ec 		 Value: 15
Key: 2bf 		 Value: 19
Key: 13b 		 Value: 32
Key: 48f 		 Value: 17
Key: 3cd 		 Value: 16
Key: f95 		 Value: 20
Key: ba4 		 Value: 24
Key: f33 		 Value: 18
Key: 6ff 		 Value: 13
Key: 34e 		 Value: 24
Key: 262 		 Value: 26
Key: 99a 		 Value: 22
Key: 2b9 		 Value: 23
Key: 2df 		 Value: 21
Key: 24e 		 Value: 23
Key: 233 		 Value: 20
Key: 69a 		 Value: 30
Key: c10 		 Value: 15
Key: 363 		 Value: 26
Key: 96f 		 Value: 23
Key: f94 		 Value: 25
Key: b3d 		 Value: 20
Key: 35a 		 Value: 18
Key: d04 		 Value: 17
Key: 437 		 Value: 14
Key: 799 		 Value: 17
Key: 4b5 		 Value: 17
Key: 508 		 Value: 18
Key: fe7 		 Value: 21
Key: 8d2 		 Value: 20
Key: cc2 		 Value: 16
Key: d70 		 Value: 21
Key: be9 		 Value: 24
Key: 71e 		 Value: 19
Key: 42c 		 Value: 16
Key: e6d 		 Value: 17
Key: c20 		 Value: 9
Key: abc 		 Value: 22
Key: 94f 		 Value: 17
Key: 982 		 Value: 18
Key: 09e 		 Value: 12
Key: 747 		 Value: 18
Key: 639 		 Value: 15
Key: 2ec 		 Value: 14
Key: 063 		 Value: 19
Key: f90 		 Value: 15
Key: 266 		 Value: 19
Key: 991 		 Value: 23
